2,0,0.50908,-0.13461,0.27278,0.13945,0.055666,-0.18659,-0.1635,-0.093305,-0.16463,-0.22066,-0.2193,-0.13866,-0.24266,0.50908,0,-0.31887,0.7431,0.19363,0.033004,-0.23373,-0.34444,-0.29591,-0.32218,-0.35578,-0.21454,-0.10263,-0.30766,-0.13461,-0.31887,0,-0.20321,0.35009,0.59989,0.58008,0.79909,0.76335,0.83947,0.616,0.33744,-0.048125,0.55907,0.27278,0.7431,-0.20321,0,0.25812,0.048478,-0.14824,-0.25183,-0.17915,-0.21807,-0.24977,-0.089044,-0.17095,-0.27566,0.13945,0.19363,0.35009,0.25812,0,0.35968,0.33891,0.39568,0.31674,0.39535,0.22625,0.14274,-0.11524,0.14181,0.055666,0.033004,0.59989,0.048478,0.35968,0,0.75218,0.78186,0.54833,0.69465,0.49908,0.19233,0.092423,0.34691,-0.18659,-0.23373,0.58008,-0.14824,0.33891,0.75218,0,0.84472,0.38169,0.62236,0.49993,0.21383,0.096434,0.37003,-0.1635,-0.34444,0.79909,-0.25183,0.39568,0.78186,0.84472,0,0.73629,0.88886,0.65107,0.33066,0.11273,0.52586,-0.093305,-0.29591,0.76335,-0.17915,0.31674,0.54833,0.38169,0.73629,0,0.8858,0.61612,0.37073,-0.026529,0.48282,-0.16463,-0.32218,0.83947,-0.21807,0.39535,0.69465,0.62236,0.88886,0.8858,0,0.69185,0.39266,0.034551,0.60008,-0.22066,-0.35578,0.616,-0.24977,0.22625,0.49908,0.49993,0.65107,0.61612,0.69185,0,0.55916,0.14002,0.57201,-0.2193,-0.21454,0.33744,-0.089044,0.14274,0.19233,0.21383,0.33066,0.37073,0.39266,0.55916,0,-0.0079104,0.3082,-0.13866,-0.10263,-0.048125,-0.17095,-0.11524,0.092423,0.096434,0.11273,-0.026529,0.034551,0.14002,-0.0079104,0,0.36457,-0.24266,-0.30766,0.55907,-0.27566,0.14181,0.34691,0.37003,0.52586,0.48282,0.60008,0.57201,0.3082,0.36457,0
0,0,0.41937,0.26866,0.29822,-0.14291,0.31891,0.23742,0.45789,0.30161,0.2315,0.1373,0.30837,0.17277,0.53627,0.41937,0,0.2191,0.50023,-0.053615,0.35119,0.17411,0.19827,0.15777,0.12107,0.14785,0.16061,0.3024,0.29901,0.26866,0.2191,0,0.7238,0.033427,0.7349,0.74494,0.58405,0.74639,0.76285,0.48853,0.53072,0.43289,0.48202,0.29822,0.50023,0.7238,0,0.064523,0.77224,0.67208,0.56834,0.69393,0.7043,0.5124,0.4261,0.43693,0.45589,-0.14291,-0.053615,0.033427,0.064523,0,0.07373,0.060323,0.12353,0.13224,0.10997,0.16052,0.04217,0.17556,0.084259,0.31891,0.35119,0.7349,0.77224,0.07373,0,0.91466,0.81839,0.87545,0.81843,0.57732,0.56885,0.62617,0.55234,0.23742,0.17411,0.74494,0.67208,0.060323,0.91466,0,0.7909,0.87701,0.83702,0.52456,0.59662,0.5812,0.53102,0.45789,0.19827,0.58405,0.56834,0.12353,0.81839,0.7909,0,0.79107,0.6835,0.51754,0.559,0.67063,0.60921,0.30161,0.15777,0.74639,0.69393,0.13224,0.87545,0.87701,0.79107,0,0.90364,0.62433,0.6453,0.60245,0.58256,0.2315,0.12107,0.76285,0.7043,0.10997,0.81843,0.83702,0.6835,0.90364,0,0.58298,0.5837,0.55697,0.54823,0.1373,0.14785,0.48853,0.5124,0.16052,0.57732,0.52456,0.51754,0.62433,0.58298,0,0.39225,0.56765,0.36803,0.30837,0.16061,0.53072,0.4261,0.04217,0.56885,0.59662,0.559,0.6453,0.5837,0.39225,0,0.41248,0.53876,0.17277,0.3024,0.43289,0.43693,0.17556,0.62617,0.5812,0.67063,0.60245,0.55697,0.56765,0.41248,0,0.51498,0.53627,0.29901,0.48202,0.45589,0.084259,0.55234,0.53102,0.60921,0.58256,0.54823,0.36803,0.53876,0.51498,0
0,0,0.64099,0.80001,0.58402,0.47333,-0.06647,0.43609,0.47705,0.54024,0.57994,0.55116,0.52885,0.57403,0.60472,0.64099,0,0.68322,0.84983,0.81357,-0.072889,0.71657,0.72938,0.73102,0.67017,0.49746,0.35311,0.53704,0.18758,0.80001,0.68322,0,0.6639,0.60497,0.043256,0.62548,0.63797,0.68136,0.66757,0.64792,0.65833,0.62962,0.61122,0.58402,0.84983,0.6639,0,0.88561,-0.11494,0.77416,0.85382,0.85529,0.74483,0.65296,0.38453,0.57504,0.15606,0.47333,0.81357,0.60497,0.88561,0,-0.040632,0.89558,0.93244,0.93013,0.80837,0.50962,0.39935,0.66863,0.10062,-0.06647,-0.072889,0.043256,-0.11494,-0.040632,0,-0.013941,0.042632,-0.0028227,-0.033088,-0.16752,0.41774,-0.07226,0.051395,0.43609,0.71657,0.62548,0.77416,0.89558,-0.013941,0,0.89065,0.8954,0.79693,0.52614,0.40768,0.66398,0.12953,0.47705,0.72938,0.63797,0.85382,0.93244,0.042632,0.89065,0,0.965,0.83959,0.59907,0.53163,0.68695,0.17702,0.54024,0.73102,0.68136,0.85529,0.93013,-0.0028227,0.8954,0.965,0,0.92935,0.66271,0.54022,0.75072,0.23322,0.57994,0.67017,0.66757,0.74483,0.80837,-0.033088,0.79693,0.83959,0.92935,0,0.64031,0.53196,0.77846,0.26826,0.55116,0.49746,0.64792,0.65296,0.50962,-0.16752,0.52614,0.59907,0.66271,0.64031,0,0.42964,0.41893,0.3552,0.52885,0.35311,0.65833,0.38453,0.39935,0.41774,0.40768,0.53163,0.54022,0.53196,0.42964,0,0.49152,0.62835,0.57403,0.53704,0.62962,0.57504,0.66863,-0.07226,0.66398,0.68695,0.75072,0.77846,0.41893,0.49152,0,0.43568,0.60472,0.18758,0.61122,0.15606,0.10062,0.051395,0.12953,0.17702,0.23322,0.26826,0.3552,0.62835,0.43568,0
0,0,0.02051,-0.024369,0.053442,-0.066537,0.059694,0.029355,0.063829,0.041952,0.043905,0.18391,0.11762,-0.073158,0.098575,0.02051,0,0.24649,0.070618,0.051593,0.28764,0.18754,0.30149,0.16289,0.36367,0.070003,0.26799,0.28382,0.21866,-0.024369,0.24649,0,0.10997,-0.03824,0.41765,0.30765,0.38958,0.18898,0.2175,0.025158,0.31215,0.17986,0.26221,0.053442,0.070618,0.10997,0,0.69516,-0.080648,0.13143,0.13495,0.097265,0.24775,-0.025191,-0.10446,0.028309,0.060775,-0.066537,0.051593,-0.03824,0.69516,0,-0.39984,-0.025867,0.075109,0.0063585,0.30499,-0.060368,-0.086302,0.041329,-0.010857,0.059694,0.28764,0.41765,-0.080648,-0.39984,0,0.40106,0.47001,0.3318,0.075886,0.16391,0.36926,0.21679,0.23564,0.029355,0.18754,0.30765,0.13143,-0.025867,0.40106,0,0.39368,0.2565,0.19107,0.048609,0.27194,0.18427,0.17823,0.063829,0.30149,0.38958,0.13495,0.075109,0.47001,0.39368,0,0.49914,0.33517,0.10382,0.35423,0.30446,0.35209,0.041952,0.16289,0.18898,0.097265,0.0063585,0.3318,0.2565,0.49914,0,0.26957,0.16871,0.17913,0.2811,0.22206,0.043905,0.36367,0.2175,0.24775,0.30499,0.075886,0.19107,0.33517,0.26957,0,0.14875,0.22337,0.49651,0.23429,0.18391,0.070003,0.025158,-0.025191,-0.060368,0.16391,0.048609,0.10382,0.16871,0.14875,0,0.17662,0.061068,0.042528,0.11762,0.26799,0.31215,-0.10446,-0.086302,0.36926,0.27194,0.35423,0.17913,0.22337,0.17662,0,0.25052,0.26069,-0.073158,0.28382,0.17986,0.028309,0.041329,0.21679,0.18427,0.30446,0.2811,0.49651,0.061068,0.25052,0,0.364,0.098575,0.21866,0.26221,0.060775,-0.010857,0.23564,0.17823,0.35209,0.22206,0.23429,0.042528,0.26069,0.364,0
1,0,0.3105,0.37617,0.19914,0.088604,0.17434,-0.067537,-0.12784,-0.21281,0.14521,0.16085,0.35934,0.10093,0.33924,0.3105,0,0.3344,0.35347,0.2728,0.039558,-0.11138,-0.21204,-0.23191,-0.2987,0.13061,0.10897,0.11394,0.15916,0.37617,0.3344,0,0.15742,0.10358,0.24181,0.09414,0.29174,0.15448,0.22844,0.23612,0.60004,0.33004,0.47629,0.19914,0.35347,0.15742,0,0.16712,0.04509,-0.0014123,-0.063215,-0.11111,-0.054741,0.0084129,0.11112,-0.024434,0.12862,0.088604,0.2728,0.10358,0.16712,0,0.47983,0.24059,0.22038,0.12551,0.22007,0.017783,0.16092,-0.045392,0.12602,0.17434,0.039558,0.24181,0.04509,0.47983,0,0.2967,0.39644,0.24605,0.36022,0.075926,0.24167,0.055016,-0.0050436,-0.067537,-0.11138,0.09414,-0.0014123,0.24059,0.2967,0,0.37654,0.28006,0.30758,0.058268,0.16066,0.10341,0.031908,-0.12784,-0.21204,0.29174,-0.063215,0.22038,0.39644,0.37654,0,0.49099,0.64008,0.33262,0.47175,0.44668,0.22265,-0.21281,-0.23191,0.15448,-0.11111,0.12551,0.24605,0.28006,0.49099,0,0.40376,0.24483,0.26858,0.35948,0.1639,0.14521,-0.2987,0.22844,-0.054741,0.22007,0.36022,0.30758,0.64008,0.40376,0,0.30435,0.57097,0.44268,0.36495,0.16085,0.13061,0.23612,0.0084129,0.017783,0.075926,0.058268,0.33262,0.24483,0.30435,0,0.49389,0.75975,0.41472,0.35934,0.10897,0.60004,0.11112,0.16092,0.24167,0.16066,0.47175,0.26858,0.57097,0.49389,0,0.62695,0.75972,0.10093,0.11394,0.33004,-0.024434,-0.045392,0.055016,0.10341,0.44668,0.35948,0.44268,0.75975,0.62695,0,0.53451,0.33924,0.15916,0.47629,0.12862,0.12602,-0.0050436,0.031908,0.22265,0.1639,0.36495,0.41472,0.75972,0.53451,0
0,0,0.204,0.026168,0.30142,0.14569,-0.055914,-0.0050524,-0.056768,0.0065512,0.13497,0.092857,-0.0034457,0.042514,-0.092502,0.204,0,0.24839,0.85513,0.55411,0.23658,0.060594,0.050089,0.27049,0.067395,0.23204,0.096597,0.14731,-0.049252,0.026168,0.24839,0,0.19795,0.40736,0.51925,0.40066,0.31316,0.23952,0.26527,0.36628,0.5074,0.25198,0.61165,0.30142,0.85513,0.19795,0,0.56717,0.22619,0.089899,0.074656,0.3476,0.12006,0.33674,0.13991,0.24276,-0.053659,0.14569,0.55411,0.40736,0.56717,0,0.46695,0.32415,0.20822,0.41002,0.2866,0.30881,0.29494,0.28947,0.24354,-0.055914,0.23658,0.51925,0.22619,0.46695,0,0.53912,0.4016,0.21828,0.0075002,0.25693,0.26534,0.18747,0.26601,-0.0050524,0.060594,0.40066,0.089899,0.32415,0.53912,0,0.34159,0.1595,0.15362,0.22576,0.2409,0.18058,0.2895,-0.056768,0.050089,0.31316,0.074656,0.20822,0.4016,0.34159,0,0.23426,0.046059,0.27826,0.258,0.2908,0.17741,0.0065512,0.27049,0.23952,0.3476,0.41002,0.21828,0.1595,0.23426,0,0.31838,0.75997,0.40385,0.79966,0.28787,0.13497,0.067395,0.26527,0.12006,0.2866,0.0075002,0.15362,0.046059,0.31838,0,0.30621,0.24068,0.30574,0.13202,0.092857,0.23204,0.36628,0.33674,0.30881,0.25693,0.22576,0.27826,0.75997,0.30621,0,0.53029,0.86023,0.4111,-0.0034457,0.096597,0.5074,0.13991,0.29494,0.26534,0.2409,0.258,0.40385,0.24068,0.53029,0,0.51083,0.69804,0.042514,0.14731,0.25198,0.24276,0.28947,0.18747,0.18058,0.2908,0.79966,0.30574,0.86023,0.51083,0,0.41639,-0.092502,-0.049252,0.61165,-0.053659,0.24354,0.26601,0.2895,0.17741,0.28787,0.13202,0.4111,0.69804,0.41639,0
1,0,0.098395,0.0018983,0.32196,0.17811,0.00097683,0.087839,-0.022693,0.10011,0.10285,0.13824,0.065924,0.18275,0.20863,0.098395,0,-0.03811,0.1899,0.061735,-0.19852,0.023837,-0.14454,-0.11447,-0.16972,-0.11922,-0.060341,-0.10301,0.02848,0.0018983,-0.03811,0,-0.045051,-0.033668,0.050705,0.051487,0.072558,0.04768,0.0332,0.024269,0.35213,0.03961,0.042836,0.32196,0.1899,-0.045051,0,0.1231,-0.026623,-0.065108,-0.36307,-0.21435,-0.19587,-0.30013,-0.13829,-0.30617,-0.056654,0.17811,0.061735,-0.033668,0.1231,0,-0.10791,0.050821,-0.15061,0.13581,0.12246,0.0894,-0.0007547,-0.030088,-0.00076159,0.00097683,-0.19852,0.050705,-0.026623,-0.10791,0,0.19225,0.33147,0.31179,0.28675,0.23902,0.10993,0.13165,-0.027459,0.087839,0.023837,0.051487,-0.065108,0.050821,0.19225,0,0.072049,0.16156,0.11954,0.092741,0.070239,0.098113,0.18554,-0.022693,-0.14454,0.072558,-0.36307,-0.15061,0.33147,0.072049,0,0.63638,0.4627,0.50931,0.14909,0.60559,0.16505,0.10011,-0.11447,0.04768,-0.21435,0.13581,0.31179,0.16156,0.63638,0,0.60337,0.58195,0.14283,0.61503,0.094033,0.10285,-0.16972,0.0332,-0.19587,0.12246,0.28675,0.11954,0.4627,0.60337,0,0.58454,0.087274,0.6293,0.089733,0.13824,-0.11922,0.024269,-0.30013,0.0894,0.23902,0.092741,0.50931,0.58195,0.58454,0,0.16198,0.74153,0.20506,0.065924,-0.060341,0.35213,-0.13829,-0.0007547,0.10993,0.070239,0.14909,0.14283,0.087274,0.16198,0,0.15469,0.077824,0.18275,-0.10301,0.03961,-0.30617,-0.030088,0.13165,0.098113,0.60559,0.61503,0.6293,0.74153,0.15469,0,0.25793,0.20863,0.02848,0.042836,-0.056654,-0.00076159,-0.027459,0.18554,0.16505,0.094033,0.089733,0.20506,0.077824,0.25793,0
1,0,0.65906,0.4338,0.033475,0.33463,0.46691,0.2675,0.46592,0.42709,0.141,0.34819,0.19726,0.17214,0.70033,0.65906,0,0.39942,0.30451,0.33878,0.44743,0.24488,0.28054,0.23446,0.25104,0.22412,0.097465,0.24957,0.40301,0.4338,0.39942,0,-0.0032022,0.1709,0.44464,0.024383,0.44828,0.40116,0.02979,0.16549,0.21964,0.10477,0.47423,0.033475,0.30451,-0.0032022,0,-0.17836,0.041298,0.46107,-0.012195,-0.028908,0.60324,0.32578,-0.086034,0.74926,-0.10624,0.33463,0.33878,0.1709,-0.17836,0,0.43737,0.35528,0.3238,0.26705,0.35721,0.12023,0.11531,-0.0055873,0.30554,0.46691,0.44743,0.44464,0.041298,0.43737,0,0.36045,0.71955,0.67669,0.18584,0.31913,0.15672,0.21562,0.56604,0.2675,0.24488,0.024383,0.46107,0.35528,0.36045,0,0.31866,0.24598,0.55121,0.24957,0.13119,0.46842,0.18763,0.46592,0.28054,0.44828,-0.012195,0.3238,0.71955,0.31866,0,0.85879,0.25073,0.42733,0.16721,0.2336,0.58322,0.42709,0.23446,0.40116,-0.028908,0.26705,0.67669,0.24598,0.85879,0,0.22868,0.46218,0.21553,0.21556,0.57426,0.141,0.25104,0.02979,0.60324,0.35721,0.18584,0.55121,0.25073,0.22868,0,0.44861,0.026526,0.63498,0.095312,0.34819,0.22412,0.16549,0.32578,0.12023,0.31913,0.24957,0.42733,0.46218,0.44861,0,0.12964,0.4285,0.41814,0.19726,0.097465,0.21964,-0.086034,0.11531,0.15672,0.13119,0.16721,0.21553,0.026526,0.12964,0,0.061145,0.27911,0.17214,0.24957,0.10477,0.74926,-0.0055873,0.21562,0.46842,0.2336,0.21556,0.63498,0.4285,0.061145,0,0.18025,0.70033,0.40301,0.47423,-0.10624,0.30554,0.56604,0.18763,0.58322,0.57426,0.095312,0.41814,0.27911,0.18025,0
1,0,-0.22503,0.25071,0.29122,0.13799,0.17312,0.17807,0.16205,0.15318,0.17376,0.22972,0.071123,-0.042962,0.21496,-0.22503,0,-0.060096,-0.015201,0.068397,-0.052344,-0.073915,-0.14509,-0.052089,-0.033726,-0.038846,0.042082,-0.033784,-0.078323,0.25071,-0.060096,0,0.68338,0.78514,0.76654,0.8278,0.7713,0.72617,0.77187,0.6937,0.10453,0.30819,0.73462,0.29122,-0.015201,0.68338,0,0.66124,0.59064,0.58908,0.46292,0.51174,0.49446,0.39199,-0.015497,0.12789,0.4062,0.13799,0.068397,0.78514,0.66124,0,0.75975,0.80224,0.66203,0.72491,0.75408,0.58155,-0.036104,0.25741,0.48115,0.17312,-0.052344,0.76654,0.59064,0.75975,0,0.88902,0.76434,0.79739,0.75536,0.70792,0.072455,0.29809,0.41306,0.17807,-0.073915,0.8278,0.58908,0.80224,0.88902,0,0.87375,0.83581,0.81734,0.72033,0.14155,0.30458,0.52037,0.16205,-0.14509,0.7713,0.46292,0.66203,0.76434,0.87375,0,0.75247,0.77571,0.62925,0.052923,0.26622,0.5286,0.15318,-0.052089,0.72617,0.51174,0.72491,0.79739,0.83581,0.75247,0,0.79901,0.75387,0.10259,0.23051,0.47618,0.17376,-0.033726,0.77187,0.49446,0.75408,0.75536,0.81734,0.77571,0.79901,0,0.80056,0.12348,0.2157,0.655,0.22972,-0.038846,0.6937,0.39199,0.58155,0.70792,0.72033,0.62925,0.75387,0.80056,0,0.32889,0.40202,0.62581,0.071123,0.042082,0.10453,-0.015497,-0.036104,0.072455,0.14155,0.052923,0.10259,0.12348,0.32889,0,0.12914,0.15658,-0.042962,-0.033784,0.30819,0.12789,0.25741,0.29809,0.30458,0.26622,0.23051,0.2157,0.40202,0.12914,0,0.33022,0.21496,-0.078323,0.73462,0.4062,0.48115,0.41306,0.52037,0.5286,0.47618,0.655,0.62581,0.15658,0.33022,0
0,0,0.13479,0.31906,0.19565,0.059589,0.1108,-0.070946,-0.055403,0.0030168,0.1126,0.066797,-0.14082,0.18661,0.014327,0.13479,0,0.30165,0.61086,0.21921,0.21997,-0.1935,-0.13668,-0.035744,0.14317,0.29415,0.024575,0.64903,-0.063483,0.31906,0.30165,0,0.50212,0.039193,0.20623,0.012387,0.18359,0.28239,0.067127,0.41718,0.20031,0.38815,-0.14047,0.19565,0.61086,0.50212,0,0.15102,0.34936,-0.095311,0.040414,0.17392,0.16951,0.51827,0.050235,0.67885,-0.13655,0.059589,0.21921,0.039193,0.15102,0,0.18017,0.15286,0.21936,0.21397,0.32005,0.12837,0.038537,0.0015241,-0.065625,0.1108,0.21997,0.20623,0.34936,0.18017,0,0.6987,0.63625,0.62379,0.14095,0.55492,0.28918,0.2284,-0.00089296,-0.070946,-0.1935,0.012387,-0.095311,0.15286,0.6987,0,0.79856,0.69918,0.083786,0.35333,0.30603,-0.24158,0.066639,-0.055403,-0.13668,0.18359,0.040414,0.21936,0.63625,0.79856,0,0.84862,0.27749,0.44794,0.38974,-0.21249,0.015529,0.0030168,-0.035744,0.28239,0.17392,0.21397,0.62379,0.69918,0.84862,0,0.31301,0.50434,0.40153,-0.054982,-0.01476,0.1126,0.14317,0.067127,0.16951,0.32005,0.14095,0.083786,0.27749,0.31301,0,0.15095,0.1834,0.096624,-0.019257,0.066797,0.29415,0.41718,0.51827,0.12837,0.55492,0.35333,0.44794,0.50434,0.15095,0,0.23301,0.48238,-0.11037,-0.14082,0.024575,0.20031,0.050235,0.038537,0.28918,0.30603,0.38974,0.40153,0.1834,0.23301,0,0.042397,-0.25659,0.18661,0.64903,0.38815,0.67885,0.0015241,0.2284,-0.24158,-0.21249,-0.054982,0.096624,0.48238,0.042397,0,-0.065385,0.014327,-0.063483,-0.14047,-0.13655,-0.065625,-0.00089296,0.066639,0.015529,-0.01476,-0.019257,-0.11037,-0.25659,-0.065385,0
